tx_hash,tx_from,tx_to,protocol,protocol_version,src_token_symbol,dst_token_symbol,src_token_amount,dst_token_amount,src_token_decimals,dst_token_decimals,amount_usd,tokens,transfers
0x30bbaed0778b9e8b9f69525d1d4659de598037341e828c797ffc54d821b7e071,0x1eec1f675519bbaba3896ebd64aa6159d929a62f,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,USDT,60245000000000,60200522227447,6,6,6.028644856E7,2,16
0x4f3cc6e1aa3a782db032caf2160a38ffb2b19ccf4e02eca996f5f962ea7a8a9b,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,39600000000000,39600000000000000000000000,6,18,3.96147708E7,2,5
0xc87e76fd131bef8edc48c89d19a5ba34b4070db5c63be4d64a8006a707eab6f1,0x2bcf7f760ce67da97238f63d4834ad194ec458db,0x453afe7c8149b1b1e6582094ca54c7588282f1c8,AR,5,WETH,wstETH,10000000000000000000000,8598742260015615899145,18,18,3.17023E7,4,18
0x3fefe9a6f583007e6863dfb78b7671f3c78ec0c20f835d5a45046f103e54f32e,0xcaf8b913ee43924ffb485f9366f988d04a0e129a,0xbba4c8eb57df16c4cfabe4e9a3ab697a3e0c65d8,AR,4,WETH,wstETH,11368164125736147905949,9820766960722034525693,18,18,3.13224752523583E7,3,8
0xce1a84702146c68c50ccb3816a7183800efdcfbf177c40013ff1dad635732d03,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,30176361806985070868891241,30176361806985,18,6,3.020195136179732E7,2,6
0x3d8acb3eadee038b21ed56fdf07dd121b521f09eb944d2cf7512df7c38d8a2b8,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,30000000000000000000000000,30000000000000,18,6,3.0015089999999996E7,2,6
0xac9dabaeaca8f16529cf3b0f0b578eddbc4014bddacc7b39f569139fa2d6ce78,0x2bcf7f760ce67da97238f63d4834ad194ec458db,0x453afe7c8149b1b1e6582094ca54c7588282f1c8,AR,5,ETH,wstETH,8000000000000000000000,6906214854924311165172,18,18,2.542856E7,3,9
0x641dbc694bf3c0d56c648450959531ba3e1e4ea55a12e6c22007e423d2be5b8f,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,25000000000000000000000000,25000000000000,18,6,2.5014275000000004E7,2,6
0x084315d3fded30291377a4bab9966d637f0698514508ce6e35503cd601fe8c33,0x2bcf7f760ce67da97238f63d4834ad194ec458db,0x453afe7c8149b1b1e6582094ca54c7588282f1c8,AR,5,ETH,wstETH,9999983316161928328000,8647454749183135538051,18,18,2.453066725974526E7,2,6
0xac657ac098416fd50febc1224cd0a8dc2ffe659ad9cbabe630a81755b36aaf36,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,24000000000000000000000000,24000000000000,18,6,2.4003624E7,2,6
0x7c93ca0032fb3444ca2e8152cfe3675b4b0291afde562f998bf9cd9fcd22e886,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,23886272380000,23886272380000000000000000,6,18,2.390791334277628E7,2,5
0xbd7ef6eb36b5b30903698b95b2e44c10401d455468a425433762119542654aca,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,21983451520000,21983451520000000000000000,6,18,2.2007215631093126E7,2,5
0x3db442d1806e99db0e1e6a4bf74f5ae07a2eefae7ac4300a22b0bae0a278b3c0,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,8270000000000000000000,8270148555496465346314,18,18,2.167614206544179E7,4,14
0x1b1cf21049830c0df427511460940b8f0af1624806c1c71d4baa4075387bdfa4,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,20353286215756226688006360,20353286215756,18,6,2.0379765841122698E7,2,6
0x3ee847231b66345caeb5ccfd10c39563a09b7e9b3ea270b4e3dd6955415f44c2,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,20000000000000,20000000000000000000000000,6,18,2.001954E7,2,5
0x76291bfce5e261eefc275c3cc84434f0aab9ecf9902aab7967699d521af81bc6,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,19745669549516477616065788,19745669549516,18,6,1.9758918893784203E7,2,6
0x40c5bf24604996919252f32f698367aa613f1308b617ac59fad759aa6f11f8fa,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,19683586130000,19683586130000000000000000,6,18,1.968980614321708E7,2,5
0x8050a2ec96d72db6b410ce8641b03ca3e3dcdb169bc6423a2ce454056857b224,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,sDAI,18499850723152,17491485656228687931073030,6,18,1.8503291695386507E7,3,7
0xd4a709d715fdc155a35d1760d3622be8acff78cdf4b1a880dfbdb3fc95f764d2,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,17749999000000000000000000,17749999000000,18,6,1.7763098499262E7,2,6
0x69100ba900c31a0c6b3455f258c7685b24027579c571f4a81fb5be8d608268cf,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,17441738955272,17441738955272000000000000,6,18,1.7458500466408014E7,2,5
0xd3201c0558fe35412d12ba25888a725e5e6f8321c5fb25c72b6e7606ddd523e9,0x6da6b8f5c219beebf77a2b38ddb18b271f0d7a83,0x46978cd477a496028a18c02f07ab7f35edba5a54,AR,5,wstETH,WETH,5000000000000000000000,5784432289380952033234,18,18,1.726395E7,4,19
0x924b8c27d712ab6b846b805d39ac32f397e9c916708579a2679dc20560e86840,0xac5406aebe35a27691d62bfb80eefcd7c0093164,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,WETH,ETH,5267313973174046248765,5267313973174046248765,18,18,1.7124143073068287E7,2,4
0x57d3ac393e70ce023e6c13670df3903a4b1c20c3b239fdda82240b1c3c9b7991,0xcfcce06af0ee209dfa340247199057fe619c98c9,0x2ba98dd3d12e9aa8f480676a8ea297df34fb47fb,AR,5,wstETH,WETH,4995000000000000000000,5780185934373533625980,18,18,1.7023009950000003E7,4,17
0xf609d9ab48f4fd1cd951d28e39b948cd7b517134340cfbfa67fd1e3945b80b6a,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,17002257506985,17002257506985000000000000,6,18,1.70158933175056E7,2,5
0xa6e475c26b4db47ed9449cb88dfe0c584319a4416dfa6d1aad16f8c780dee3b8,0x66e2a637cc99dd0bfe1922a77cf747de727836b0,0x4353e2df4e3444e97e20b2bda165bdd9a23913ab,AR,5,USDC,DAI,15999001860000,15999001860000000000000000,6,18,1.601560882393068E7,2,4
0xd207446b1cda117c76053cdb79754d7f9f751bc43bec9e0fd4598a404418d608,0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,15274117734438,15274117734438000000000000,6,18,1.528537475920828E7,2,5
0x9de0b6097fbffe84934611addf7bc4e48720b3ce996bc71168a489dcab0ec5ed,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,14000000000000000000000000,14000000000000,18,6,1.4006188E7,2,6
0xf090651020fb9e8bd3d0d231f58765fbb6ab4749923b1fc2d53a64dd1767a8f6,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,sDAI,14000000000000,13234231801338504829247125,6,18,1.4004116E7,3,7
0xc5d5f56cc08fc9ab184258ce500fbf67dddb72816e34edb11d87d089397f269d,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,13897022390000,13897022390000000000000000,6,18,1.3898676135664409E7,2,5
0x04e8aa8508a765485f56ad516263c3f9b6db0e615d3b98f5acc09caf8a304629,0x995a09ed0b24ee13fbfcfbe60cad2fb6281b479f,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,5000000000000000000000,4999085655085656215815,18,18,1.376155E7,4,17
0xbbdbac1e644e1531d40f24132be2f95308f2b83ba2a98ec3b7f21f55625330c5,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,0x69592e6f9d21989a043646fe8225da2600e5a0f7,AR,5,WETH,wstETH,4600000000000000000000,3974416668397150464033,18,18,1.3748802E7,4,16
0x1cd0fcb068cb61334a8acbf094c44589a79e6f09d28300640e163ae362e4ea7f,0xad954d59c1244e2a4dc602fa5f24ab5ee381db60,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,WETH,4499969293103207559308,4499969293103207559308,18,18,1.3331744026826357E7,2,5
0xc5923811d389b513b152f5a46d393fbd41bf12eecbff10f8d25881b2d0bd3f06,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,12900000000000000000000000,12900000000000,18,6,1.29081399E7,2,6
0xc0c57f0e3ee2dc89016813a6519f6da2b5605755aea75f324040e6316de6768b,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,12685928405108082979851337,12685928405108,18,6,1.2686067950320538E7,2,6
0xfe00721a40739869a6e947811d7e368f0f18ce48671717213a34e423ef878915,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,12500000000000000000000000,12500000000000,18,6,1.25206875E7,2,6
0x0ab0a466536f4503793265f38915daa61b775528b0253c211c4de9926a00793a,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,11900000000000000000000000,11900000000000,18,6,1.19220864E7,2,6
0xf76e622794ea2f8e4c948bfa4f7a522be0766be680cc9fe816146f9612dbc8cd,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,4328210631000000000000,4328218803554704415911,18,18,1.189855399936317E7,4,9
0x47d1a4a9224b0630993e7d19525ed05ec2c9fda5b51cbcc2577ce4b14e7a904c,0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,11615373126809,11615373126809000000000000,6,18,1.1628301037099136E7,2,5
0x3fd78d056a18b97959e7956c2a4da00eec35aeece7c39c45b1f7113e3e5c6fef,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,11000000000000000000000000,11000000000000,18,6,1.1011517E7,2,6
0x8d0434381416877438806e9ae372d126fab51625b4af30991e72b75d2f87e93b,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10951810238157731117164692,10951810238157,18,6,1.0972837713814994E7,2,6
0x4552ee59684922be9b68d409216eb77f0ad8a6ea876fff47d75724debc7558a1,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,4380290865000000000000,4380300980458655151475,18,18,1.083874815507631E7,4,10
0x86b40e420bb3a1e42ccea8be9cdd93c855c1f1f3a8e3e26d73c66c851ec5ebbb,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,3880000000000000000000,3880037236855193697941,18,18,1.0720077280962478E7,4,10
0x16a38badd44d919fcb98abea1f3f27bffb3da6f2810be4adafa05433e83c4dd3,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,3850514212000000000000,3850695736787700682652,18,18,1.057054713020876E7,4,17
0x56216894c3a452e63557f0d8cc5753f93e7e55bc2a5b68e3a4cd84f3b73cc2ad,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.0019499999999998E7,2,6
0x14a04d2bcaaac5a7db36440edca6007e3e734a464c5c0e1803ac792e148af5e4,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.0018260000000002E7,2,6
0x7ca5c8208a8928f894e46680add6b462e7bf7e4de3c4b0a5484bc5b3b1351fd5,0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.0015369999999998E7,2,6
0x155c1294f7f4f4ae213f69cc20131b3a69cac4a59e553ade2ef4131d94b36377,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.001339E7,2,6
0x1582e992eb2db8720aa998c0a90cc2ff20556b841caaeabac438cc665383708c,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.001285E7,2,6
0x5d9a08f80354b78860b82a7fd03c91f66ab3ca78ce22f3a3a72d42d4d2e9f387,0x49bcbc58848ac642b48f3d824d8b728a1045d08b,0xad3b67bca8935cb510c8d18bd45f0b94f54a968f,LOP,3,DAI,USDC,10005125477676846551160509,10005108327607,18,6,1.0012121908544652E7,2,6
0x822b36bb193dbf8a3057e72b5eb2c7e247541985cebfb652d3e4663651685c98,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDT,10000000000000000000000000,10000759194488,18,6,1.0010900000000002E7,3,13
0x4d4d471d4a6610f0821a357dc3351e94629780d778ffdab4b9ce0db62becbe2a,0xa2507c9284654df0ccc419becd458637b3eefc80,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDT,USDC,10000000000000,10003525489097,6,6,1.000967E7,2,9
0x46eeb7fa9d009ba951814441225c91ac2e412728bc7cdae5654f2b790ee8b1cb,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,10000000000000,10000000000000000000000000,6,18,1.0007450000000002E7,2,5
0x06bfa4ac4c0a996a5ef3f3c4a6e56cd97ac3c15f515f2ba345d928b7f59585d8,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.000726E7,2,6
0xedab2d87a9d9b5c40b848f8a9f34536c4cdeb41a54f32d35533daf11bacb25ce,0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.0007140000000002E7,2,6
0x9f8f7a0cdddf591411d23679b3eed291c1187352dc45a489ef6c09dd0976d03b,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,1.00046E7,2,6
0xe5389eea8c4ffd7991610ababd6d1fdf0f5dc37572724110b1705654ca0dd512,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,10000000000000000000000000,10000000000000,18,6,9996100.000000002,2,6
0x961258adc56efc8c6b1bbf0e8afa1572a66fcdbc49af533d5cabdbd6b3ffffde,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,3829981500000000000000,3830033628537059400618,18,18,9925417.247344932,4,12
0x6cce827364a3f5e465f5051e7786f143bfbfe95e7f49f8d3262bbbeb497aff75,0x167ebedc8a162cd2541555073613ee384a169ea9,0x05b5a594ede68ad6a199a6c9e777d701266b4fc8,AR,5,wstETH,WETH,2885705997817438632852,3337953334587092515249,18,18,9849058.85585081,4,15
0x102ba51729400d1641c2c99d7519b7a85376d1e9c25e7f104357b09d413127c0,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,sDAI,USDC,9073639620902142816194764,9597655842109,18,6,9608146.079944426,3,7
0x8acafb33a5f61ac73743c012fd4bbd078bbc6a51b79d669815d421e15dffb1e8,0xb8e1e94bf871324a67143078e628e6877e390029,0xe1d1fa2efe235c066bfb9672511b7b4a9ff33ffb,AR,4,USDC,DAI,9189468147765,9189468147765000000000000,6,18,9189753.02127758,2,5
0xe80c93b28858d1c94291a0ca9ea60cccac3d2cbe07b8a8d3be29d06f8ea73017,0xa8c18057c5aaaaff6000d28a057a6994b2e09bfb,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,USDT,9005728000000,9003720512892,6,6,9026125.97392,3,16
0xe7b19cf6eb164ed8f7a3f4711355b9b82ae83c74c396a7585a362a2ee8193e47,0xad954d59c1244e2a4dc602fa5f24ab5ee381db60,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,WETH,3000000000000000000000,3000000000000000000000,18,18,8891040.0,2,5
0x180c7edf8a4f3c7586e8068f82e3797226fc0e763ba2ea92014975bf106f1090,0x0f1dfef1a40557d279d0de6e49ab306891a638b8,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,8500000000000000000000000,8500000000000,18,6,8511084.0,2,6
0x0fe3da9822b7e3941a52196b63b43424af76bfb1a129e6ad1192291c1fdcb5a3,0xe4205bb05bd05420e22de99e4fdbac4dc8d8b311,0x3e5b5fc81b00c6a6a2112e65ba6ab836fecb63f7,AR,4,USDC,DAI,8277698483893,8277698483893000000000000,6,18,8281406.892813785,2,5
0x6b092997959579fd22b66cdce248970206ff7f467dadcaaf9b42622678661cb9,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x111111125421ca6dc452d289314280a0f8842a65,AR,6,sDAI,USDC,7600000000000000000000000,8041356066053,18,6,8044862.0972978,3,7
0xca908d22b34d4ae05fce5c2df207f00d73317b81904ba74c44ae3e5929315261,0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,DAI,8000000056385,8000000056385000000000000,6,18,8010064.056455933,2,5
0x7f42494e08a957e847de992da0cf5f0c67c7b4e880752267db2db7a81ad0fe14,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,3164161384000000000000,3164284101658763168697,18,18,7878339.627786939,4,17
0xfcfeae4f9a37dc24f1ce5f8dd6844027967ea57f9afb8faaa60fc20a73740124,0xa2507c9284654df0ccc419becd458637b3eefc80,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,USDT,7830959069200,7828417652549,6,6,7835776.365142396,2,7
0xa29453ebf5824aedcf61452bfb66fbae81b78b18e1b407a2dc26d262cb1b36e6,0x64afe37455f8ab65b9dca7d5e925524319efa73a,0x8571c129f335832f6bbc76d49414ad2b8371a422,LOP,3,USDT,ETH,7500000000000,2542450846814360470569,6,18,7506037.5,3,6
0x36a244c89499b59ee27eb680fe9db56d793e29046ae2f1bdeb0a2f64034ba52a,0xed63c42f57e945d1ae070c2c9a435bb721566476,0x12fd31afbf782af2d30985edfa465ad14c1a37df,AR,4,wstETH,WETH,2185575244214346392084,2185575244214346392084,18,18,7435042.856035459,2,2
0xb8052d4ed4cf716707b7be61a95d35849f05d098fd47d2ef04acd3593de2f526,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,2680751660000000000000,2680780925552714813337,18,18,7036705.032334,4,11
0xa7067e822f23dd3497c6260b6c09c7009d500b3792daa096d94a0da58194ac33,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,7000000000000000000000000,7000000000000,18,6,7012817.0,2,6
0xca04a1480752935348d0113fdecce10f8500f58d8399e3514d774cc47abe5087,0x43fc188f003e444e9e538189fc675acdfb8f5d12,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,7000000000000000000000000,7000000000000,18,6,7012278.000000001,2,6
0xba860309379f2668baeb3119310370b6a1a6686a09ec6ed9178d022759cb1fd2,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,sDAI,7004277188957,6621157907854097048412436,6,18,7004858.543963684,3,7
0x83b951d0924da43fe64b097a7f3d802df69866f41bc0eb036ec7b063c2a2719e,0xcb16f82e5949975f9cf229c91c3a6d43e3b32a9e,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,WETH,ETH,2107147428450320213584,2107147428450320213584,18,18,6842813.773572423,2,4
0xd6f23532ac1673773901f579a8af520e717fb43beedc4e56ce36ddd49480b70c,0x1c11ba15939e1c16ec7ca1678df6160ea2063bc5,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,WETH,2000000000000000000000,2000000000000000000000,18,18,6801260.000000001,2,5
0x6528a7546e09cbc4c1377cafdd4b420c0a8bdd83a590ae2157c5cd4df8f790be,0x5d0e457df85d9f1042c4b884e3d6ca9e89494e3b,0x46978cd477a496028a18c02f07ab7f35edba5a54,AR,5,wstETH,WETH,2183988162309263840160,2525250374643850855649,18,18,6303535.833465112,2,9
0x3fb045cea6d2f437c96a9f1198c837a73cfb636a69fe0b4cfeb921e888ebe986,0x0db87155511f190034a2b73d98f699bfebfbd85f,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,WETH,ETH,2619272286977147228460,2619272286977147228460,18,18,6187899.814369162,2,4
0x8d56b4e1acb3ca5a8812d2ded97000686d23f13f6c8fce9f8f25939519110fc5,0xaf184b4cbc73a9ca2f51c4a4d80ed67a2578e9f4,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,6000000000000000000000000,6000000000000,18,6,6005237.999999999,2,6
0xbfce3e4b347e752b6b2808e782d9332de93327831b57ef066acf7bcb81a9bc76,0x2178e1d614fefb2b304db58f07116d89f948fda1,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,WETH,stETH,1999000000000000000000,1999533168039543979639,18,18,5997279.859999999,3,8
0x47983ef85ba8b9f24f4abfa68e3f21318ad2cab4c6afe074d0c7bcc2da707175,0x2178e1d614fefb2b304db58f07116d89f948fda1,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,WETH,1999000000000000000000,1999000000000000000000,18,18,5995720.640000001,2,5
0x9880583a0dfd8bc7dcf4083194b9e476287923b49331c89ef489cd90153acd1b,0xaf3116348d1536fbe53e6bc232646f0d3fcec534,0x881d40237659c251811cec9c364ef91dc08d300c,AR,5,wstETH,stETH,1837809345353147645164,2126951173766438118445,18,18,5915987.072760922,2,4
0x56a90b6131712013760bac1623ee1cebf2d8c6520ecb78b151816f25c53ee3d5,0x2178e1d614fefb2b304db58f07116d89f948fda1,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,1999000000000000000000,1999859514219906054417,18,18,5879466.98023567,4,14
0x3063fc55d54e27b3517a7fbf2173c6316df76240a6b1ba032040a40dc8f18f9d,0xc99b4b16b5f2cca54c57c924d62307961aab16aa,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,WETH,1999900000000000000000,1999900000000000000000,18,18,5834328.269,2,5
0xbccd3c47a5b0618ab719cfd48f9d3fa4b544ca9fe180d14da1ac26954e2e82d3,0x2178e1d614fefb2b304db58f07116d89f948fda1,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,wstETH,1679000000000000000000,1450191942959436799218,18,18,5833635.129999999,3,10
0xb058ba2fc91dbdb16608af85ccb0cbaa068a51ed728af5fab06f9934191ab2e3,0x524192fa2cda1400956d545d131ab0fbf3f4d2aa,0x426d1f3866bfcdf4d0efefed1ba3c5e06caecbe6,AR,5,USDC,sDAI,5786351855137,5487321925636460607953128,6,18,5791033.013787807,3,7
0x88ae4da2a7d2563224fa918fa194f01fb2ca237863466a2d83c1c54472e164ac,0x2178e1d614fefb2b304db58f07116d89f948fda1,0x111111125421ca6dc452d289314280a0f8842a65,AR,6,ETH,stETH,1683000000000000000000,1683756416674835630555,18,18,5789360.712838088,4,19
0x6582616fe52c4718942a6720701a3b0a18fc3e4e5843863290e66fcaee16e540,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,DAI,USDC,5700000000000000000000000,5700000000000,18,6,5707940.100000001,2,6
0xfeff9a55b858db2ae732820bbf496f91acfb20bb75b48f650de9e0affc8f88bb,0x2bcf7f760ce67da97238f63d4834ad194ec458db,0x453afe7c8149b1b1e6582094ca54c7588282f1c8,AR,5,WETH,wstETH,2000000000000000000000,1724881661195746895137,18,18,5680220.000000001,4,12
0x2b7453139655096a1df7e36e4ecf6dbadb7a9c96cb051465a2b420072d97c408,0x8607a7d180de23645db594d90621d837749408d5,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,frxETH,ETH,2272521793869957943180,2268921904043611666376,18,18,5642944.910670704,5,14
0xe99fe8783568c2a074762236d8181c82dafb1da0bb93c6aca45d4d6c9d761e9d,0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,ETH,stETH,1888794971000000000000,1889489196344551928780,18,18,5618452.8100064155,4,13
0xbe30cc66358b42dc4e7940870c4072b6542b2f0415590a142e41cab43d58ec5d,0x419803bc76fb378df84a2ecb5f88ab3f9efcba5f,0x881d40237659c251811cec9c364ef91dc08d300c,AR,5,ETH,USDT,2037018750000000000000,5311313341587,18,6,5426006.8443749985,9,52
0xe2aaa6a055083acec5c7c32ddc78784696657343022ee6b1f8c4e9faf42f9a95,0xb369b35bcf48257f5cc0ad688350dae80bbc994a,0x69592e6f9d21989a043646fe8225da2600e5a0f7,AR,5,WETH,wstETH,2000000000000000000000,1728883033107254547666,18,18,5302580.0,4,12
0x577b0e0f7ddb69941dd3c031fbd2a657a8e96863e537bd258b7adbb90ccf6b44,0xd007058e9b58e74c33c6bf6fbcd38baab813cbb6,0x1111111254eeb25477b68fb85ed929f73a960582,AR,5,USDC,sDAI,5277625000000,5000023305989153182942581,6,18,5277508.89225,3,7
